Sentences,Labels
does number  5  stand on fubu clothing ,ABBR:abb
is king alley oop s home moo ,HUM:ind
four tastes can human distinguish ,ENTY:food
is  airline built professional travelers  ,HUM:gr
two vessels fought first sea battle iron-covered ships ,ENTY:veh
much the silver production manufactured independent silversmiths ,NUM:count
percentage the silver production done independent silversmiths ,NUM:perc
is origin term  buffalo wings  is used a menu item bars across the nation chicken wings a spicey sauce ,DESC:desc
date boxing day ,NUM:date
many inches tall stuart little birth ,NUM:count
1953 film won frank sinatra best supporting actor oscar ,ENTY:cremat
many stradivarius violins ever made ,NUM:count
type childhood jules verne ,DESC:desc
invented stock ticker 1870 ,HUM:ind
is leper ,DESC:def
was einstein s birthplace ,LOC:other
was george washington afraid ,ENTY:other
century s setting tv s adventures robin hood ,NUM:date
wrote bible ,HUM:ind
are top 5 fiction books all time ,ENTY:cremat
are  star wars  satellites ,DESC:def
is henry butler ,HUM:desc
debts qintex group leave ,NUM:money
u.s. president buried washington  d.c. ,HUM:ind
is term someone hates mankind ,ENTY:termeq
did san francisco s milt harper grow measured 24 inches tip tip 1974 ,ENTY:other
college dikembe mutombo play basketball ,HUM:gr
are austerlitz victor hugo subway stops ,LOC:other
did ty cobb grow ,LOC:other
is philanthropist ,DESC:def
is portal ,DESC:def
tom wolfe book about mercury astronauts ,ENTY:cremat
cooking oil  corn goodness  ,ENTY:food
is per-capita income colombia  south america ,NUM:money
many types cheese there france ,NUM:count
many  eyes  a coconut ,NUM:count
many websites there the world ,NUM:count
is term describes word only one usage been recorded all literature ,ENTY:termeq
made first airplane ,HUM:gr
measures clinton take avoid draft ,ENTY:techmeth
are  darning needles   horse stingers  better known ,ENTY:termeq
many points a disk the center hole worth crokinole ,NUM:count
do websites like yahoo excite make money ,DESC:manner
general direction journey around the world 80 days proceed ,LOC:other
do produce vitamins ,DESC:manner
lawyer represented randy craft  was name ,HUM:ind
do penguins eat ,ENTY:food
organization the security council part ,HUM:gr
is new england s highest mountain ,LOC:mount
tv station mary richards work ,ENTY:cremat
does idle mean ,DESC:def
was claim fame the football game saw fordham defeat waynesburg state 12601 september 3  1939 ,DESC:reason
is serigraph ,DESC:def
football bowl game s first queen hallie woods ,ENTY:sport
was first black be head coach a major league pro sports team ,HUM:ind
is john macarthur  1767-1834 ,HUM:desc
year the war 1812 begin ,NUM:date
racehorse won associated press poll the greatest horse the 20th century ,ENTY:animal
are words the cd eminem s  slim shady   name  ,DESC:desc
does final four refer in sports world ,ENTY:termeq
is peter weir ,HUM:desc
medium stuart hamblen first singing cowboy ,ENTY:cremat
is meaning  subaru  ,DESC:def
many verses in bible ,NUM:count
is endometriosis ,DESC:def
is geoscientist ,DESC:def
robust u.s. president imported own instructor seeing judo match ,HUM:ind
are the different types pizza ,ENTY:food
what cause tuberculosis stem ,DESC:reason
what nation edessa located nowadays ,LOC:country
name country is developing magnetic levitation railway system ,LOC:country
does btu mean ,ABBR:exp
government department the untouchables work ,HUM:gr
drink made of rum  coconut milk pineapple ,ENTY:food
is vdrl test blood ,DESC:def
seven digits follow area code the number long distance information ,NUM:code
was player s name played nose tackle the eagles super bowl xv ,HUM:ind
is largest dam the world ,LOC:other
held endurance record women pilots 1929 ,HUM:ind
did andy hardy s father for living ,HUM:title
independent silversmith s account what percentage silver production ,NUM:perc
is hockey violent ,DESC:reason
what part the world mozambique ,LOC:other
are woody woodpecker s niece nephew ,HUM:ind
film opens an assassin tumbling the seattle space needle ,ENTY:cremat
created maudie frickett ,HUM:ind
is leaky heart valve ,DESC:def
can give a french manicure ,DESC:manner
was first english circumnavigator the globe ,HUM:ind
is definition the scrabble word  syzygy  ,DESC:def
is salary a u.s. representative ,NUM:money
made largest cocaine seizure ventura county history ,HUM:gr
man-made waterways 1.76 miles long ,LOC:other
liberated 19th century sicily naples ,HUM:ind
what river strasbourg built ,LOC:other
s maximum length  inches  a first baseman s glove ,NUM:count
country located 13 degrees north latitude 10 degrees east longitude ,LOC:country
are busiest ports the world ,LOC:other
is pig population the world ,NUM:count
does car  christine  become possessed ,DESC:manner
city mccarren airport serve ,LOC:city
is most number goals scored a single team an nhl hockey game ,NUM:count
are low countries ,DESC:def
rabbit got name its ears resembled of jackass ,ENTY:animal
aspartame also called ,ENTY:termeq
is fear trees ,ENTY:dismed
actor a tattoo his right wrist reading scotland forever ,HUM:ind
many dollars day arthur frommer say could get on europe 1968 ,NUM:count
holidays observances celebrated italy ,ENTY:event
appointed chair the federal reserve ,HUM:ind
do people shake hands show friendliness ,DESC:reason
a computer  does scsi mean ,ABBR:exp
get most caffeine  soda i drink ,ENTY:food
do call a  funny bone  ,DESC:reason
can find up-to-date coastal ocean surface temperature information  preferably along north america the caribbean ,LOC:other
exactly radiation ,DESC:def
are two cities dicken s  tale two cities  ,LOC:city
is samuel f. pickering ,HUM:desc
english queen six fingers one hand ,HUM:ind
river runs liverpool ,LOC:other
kind nuts used marzipan ,ENTY:food
did mount st. helens last erupt ,NUM:date
does polyorchid man at least three ,ENTY:other
exactly  specifically sleep for ,DESC:desc
was child labor abolished ,NUM:date
many three-letter permutations can made the four letters  c ,NUM:count
time year air travel heaviest ,NUM:date
does red flag mean auto racing ,DESC:def
s longest river canada ,LOC:other
is osteichthyes ,DESC:def
tennis player the nickname  nasty  ,HUM:ind
do do topic outline ,DESC:manner
non-conformist abstract painter dubbed jack dripper time ,HUM:ind
many furlongs there a mile-and-a-quarter recetrack ,NUM:count
many millimeters in mile ,NUM:count
big a baby bald eagle ,NUM:volsize
color most often used symbolize truth ,ENTY:color
stuart hamblen considered be first singing cowboy what ,ENTY:cremat
was great britain population 1699-172 ,NUM:count
can foreigner get u.s. social security card ,DESC:manner
is term the sum all genetic material a given organism ,ENTY:termeq
is best-selling television soundtrack all time ,ENTY:cremat
mountain range marks border france spain ,LOC:mount
late-night tv show features larry  bud  melman toast a stick ,ENTY:cremat
is fastest computer ,ENTY:product
founded modern theory probability ,HUM:ind
s term a limestone deposit rising the floor a cave ,ENTY:termeq
many people randy craft murder ,NUM:count
s king swing ,HUM:ind
bestselling modern poet the co-founder the famous city lights bookshop san francisco ,HUM:ind
does term glory hole mean ,DESC:def
south vietnamese president assassinated his generals 1963 ,HUM:ind
s staff life mentioned the lord s prayer ,DESC:def
old too old a child not talking ,NUM:period
was hoover dam constructed ,NUM:date
ability the silkworm moth lost domestication ,ENTY:other
do need do marry someone jail ,DESC:desc
many tenths the earth s surface lie water ,NUM:count
is pennsylvania state income tax rate ,NUM:perc
marl form what mineral does it contain ,DESC:manner
won 1968 california democratic primary ,HUM:ind
spoke only word mel brooks s silent movie ,HUM:ind
is fear sourness ,ENTY:dismed
was thatcher s first name ,HUM:ind
do get lan card activated that can hook to another computer without using hub ,DESC:manner
insects do through spiracles ,DESC:desc
name fast food chain the golden arches .,HUM:gr
are languages spoken the natives afghanistan ,ENTY:lang
is origin boxing day ,DESC:desc
robert louis stevenson novel inspired deacon william brodie  cabinetmaker day burglar night ,ENTY:cremat
is fear rejection ,ENTY:dismed
was rallying cry the early american revolutionaries ,DESC:desc
was first russian astronaut walk space ,HUM:ind
is best selling computer model ever ,ENTY:product
is fear food ,ENTY:dismed
wrote  dubliners  ,HUM:ind
is life expectancy an elephant ,NUM:period
are short- long-term effects underage drinking ,DESC:desc
s claim fame night watchman frank wills ,DESC:reason
name king arthur s sword ,ENTY:other
1981 candice bergen-jacqueline bisset movie a remake 1943 s old acquaintance ,ENTY:cremat
is malaysia s 43rd prime minister ,HUM:ind
founded first aerodynamics laboratory 1912 ,HUM:ind
is fare cost the round trip new york london concorde ,NUM:money
is bone marrow transplant meant ,DESC:def
does name calder mean ,DESC:def
said  give liberty give death  ,HUM:ind
is location mccarren airport ,LOC:other
does abbreviation oas stand ,ABBR:exp
is nickname the cleveland indians ,ENTY:termeq
frederick forsyth novel chronicles toppling an african government mercenaries ,ENTY:cremat
makes black hills  south dakota tourist attraction ,DESC:reason
was name baretta s cockatoo ,ENTY:animal
how much will california state gas tax rise the year 2000 ,NUM:money
s japan s largest car manufacturer ,HUM:gr
name the powerful white trader conrad s  heart darkness  ,HUM:ind
long the border canada the 48 conterminous states ,NUM:dist
do call date contains sequencing numbers  like 9-8-98 ,ENTY:termeq
color the cross switzerland s flag ,ENTY:color
is largest island the mediterranean sea ,LOC:other
was joe namath s first contract worth ,NUM:money
is rider college ,LOC:other
was chop suey invented ,LOC:other
can gain access a spy satelite ,DESC:manner
is archimedes famous ,DESC:reason
does dew come ,LOC:other
old lucille ball the show  love lucy  premiered ,NUM:period
s most delicate-tasting member the onion family ,ENTY:food
landmark italian restaurant can found 239 west 48th street  new york city ,LOC:other
do call book quotes ,ENTY:termeq
many points a bullseye worth darts ,NUM:count
are mythology websites ,LOC:other
is cunnilingus ,DESC:def
rotary engines manufactured which company ,HUM:gr
1942 espionage movie reunited director john huston maltese falconers humphrey bogart  mary astor  sidney greenstreet ,ENTY:cremat
nationality ileana cotrubas ,LOC:country
is object-oriented design ,DESC:def
does woman virgin to be a nun ,DESC:reason
is population kansas ,NUM:other
invented pull-tab opener cans ,HUM:ind
is name the deranged super-criminal otto octavius uses ,HUM:ind
whose acceptance speech more 3 minutes prompted time limit academy award thank-yous ,HUM:ind
much coca cola drunk one day the world ,NUM:count
name tree growing company .,HUM:gr
is dr. seuss  popular book ,ENTY:cremat
does food color affect you think will taste ,DESC:manner
did world come ,LOC:other
does verdandi mean ,DESC:def
animal dined bread oysters a carpenter ,ENTY:animal
island group guadalcanal part ,LOC:other
declared   think ll go and milk elk  ,HUM:ind
is origin  barbeque  ,DESC:desc
do clean badly tarnished brass ,DESC:manner
many e-commerce companies started every day ,NUM:count
can define time ,DESC:def
s only east european country tied the ruble ,LOC:country
is judy garland s date birth ,NUM:date
does hiv stand ,ABBR:exp
is shirley maclaine known ,ENTY:termeq
is plastic made ,DESC:manner
are 7 principles learning the institute research learning  irl ,ENTY:techmeth
book f. scott fitzgerald working when died hollywood 194 ,ENTY:cremat
do ants sex ,DESC:manner
former ku klux klan member won elected office the u.s. ,HUM:ind
is length border the ukraine russia ,NUM:dist
is hdlc ,ABBR:exp
joins white wine put spritz a spritzer ,ENTY:food
is nematode ,DESC:def
is meaning  cpr  ,DESC:def
color seven every 10 houses the u.s. ,ENTY:color
does phobophobe fear ,ENTY:other
is capitalism according max weber ,DESC:def
